,Mean Variance,PSD Delta,PSD Theta,PSD Alpha,PSD Beta,PSD Gamma,Label
212,5.212502084479426e-09,3002.670265276065,328.31997198380543,98.63234828699707,91.73317255184116,67.99078614336757,0
213,4.445713712768194e-09,2333.1346820073195,277.015652255925,101.90407326647713,98.22355268784591,91.05989107848757,0
214,4.0594342158531774e-09,2430.179633455141,254.01186146090026,64.67084641283286,63.325843422714385,53.618797660889605,0
215,1.5404285468878822e-09,790.5621975829616,160.56170349185732,35.81702881145749,36.13917138952952,20.005543033695425,0
0,1.0865287640518255e-08,3668.645957572912,577.5377923465741,131.51421589078925,118.32342645322872,67.72395970323379,1
1,1.1673379564261547e-08,18904.07782412312,1479.318136704781,384.20196413085887,106.08283370583507,59.989197721462425,1
2,3.707154398321303e-09,11808.788427854963,2219.429656321209,306.3494735655048,200.65884732038967,103.89501688456743,1
3,1.5235400229614848e-08,9571.351794179323,2109.8952060279307,450.44950661658737,294.65112759391985,140.51656676369186,1
4,7.85649823909584e-09,19612.4855016796,1888.4617768989594,326.3328838164484,191.44228690906726,98.67289777697418,1
5,6.975085304823066e-09,23980.183181268392,1408.4073643572767,209.27363263274572,75.75271710406079,66.29192796404755,1
6,4.784597100613601e-09,32394.264570874948,1254.0000809610565,321.12714170834886,106.77642010277704,83.8374975773343,1
7,1.0500780385978262e-08,35561.811187810716,2018.5319520365035,326.81117355341,112.02424001043859,129.77596013114712,1
8,9.656245384851728e-09,30541.493281094063,2708.32418965052,335.01387984663035,164.90837491246202,86.66671898352041,1
9,1.0517206049632121e-08,27694.583355557013,1554.598386425403,269.5801671042862,146.32665905690843,97.2944716087619,1
10,7.172594218796671e-09,22868.69136982828,1296.063581500837,213.71930243541215,126.40403627334852,101.65752587803246,1
11,4.2019770383471215e-09,22153.484882094268,1368.5227356292758,280.18753398660544,126.41625082792578,86.27633732274303,1
12,1.3292371155214326e-08,19936.08676784512,1126.2176538200356,213.74851907958302,79.14929923808288,57.40150597521775,1
13,8.377831459210452e-09,17708.976489440018,1019.3729971380873,160.36449355525278,101.61910313432895,70.10021240504172,1
14,2.240907144296738e-09,17123.472664608325,1192.8762236847572,153.65075385111192,79.78791313236553,57.79680179613326,1
15,9.599085459746625e-09,10285.467314716281,1103.2704810085327,123.07133361586794,31.875835325090947,17.721855161255966,1
16,5.638265527171125e-09,12188.709473071147,624.1683604186969,114.94022506630527,102.85831987776557,71.57127172259356,1
17,1.4442522190552636e-09,12656.873809448365,829.2522680483609,107.35849715244221,59.69784544907997,27.703366218181,1
18,1.0493516319795418e-09,8898.198656575376,459.0910759330847,73.15653012043394,45.51802696067289,28.805808307180005,1
19,1.446120338402638e-09,15364.251693516597,860.1476739749617,115.86172693708149,42.73515014216464,24.61492655761981,1
20,8.735956622403521e-10,6711.949091160145,571.7708676176253,87.4297588751524,20.110990917184683,14.071305547318179,1
21,5.370465952951517e-09,10155.697205219793,852.6411149820143,104.03647070463572,59.0819122210987,45.910023873478096,1
22,3.5619628845694176e-09,16908.318693643618,876.7013962068544,169.8386937658783,35.50727287091676,16.672759801579062,1
23,8.576782660423826e-09,14696.684400352156,674.0534317513738,61.775420595467345,22.55831417872073,14.41643772155428,1
24,1.426819319244609e-09,3704.450744851785,301.36240856830847,34.36911895859472,15.074170096983563,8.4690786320901,1
25,2.9241476622844247e-09,4379.523837385674,274.6962435756312,34.26341785997608,15.606813743447411,9.386830778187699,1
26,1.0865287640518255e-08,8254.3111043648,550.2673639672348,116.99361425419019,90.5814396168483,74.79090615066374,0
27,1.1673379564261547e-08,14140.112600677407,710.2294831500833,107.54924527678608,121.43559863297637,139.5854104392162,0
28,3.707154398321303e-09,5652.526176595561,470.90463817855033,108.2596219860956,95.6167171679433,91.86650324807279,0
29,1.5235400229614848e-08,18942.864213715413,520.3100604133866,85.3927808698293,86.91518680789585,109.4211471964765,0
30,7.85649823909584e-09,9612.493038870922,395.41785386100196,109.59989544085501,122.53681353303787,185.26216397683856,0
31,6.975085304823066e-09,11043.533520604567,377.7167883856636,123.32783425596165,146.9068331506968,215.72271495075668,0
32,4.784597100613601e-09,9376.501294095417,415.0599024644149,103.63510334683242,208.73195761389613,181.95948891722063,0
33,1.0500780385978262e-08,7304.868201376682,464.95874244160086,120.64183572063564,124.58594264299863,147.10046262589856,0
34,9.656245384851728e-09,4998.004159958277,314.9135354640161,95.89477048388359,119.95688203198543,123.13385285215065,0
35,1.0517206049632121e-08,1932.7195105292385,110.78961621054829,61.7483686649512,70.17270423007218,71.98026997546273,0
36,7.172594218796671e-09,6200.542875351161,266.30586209228744,55.525137901325905,90.82139282972071,153.88501497064914,0
37,4.2019770383471215e-09,4306.878947176652,269.0388797016441,39.1905073542667,83.98925378391128,85.55058337082903,0
38,1.3292371155214326e-08,2994.8161863464115,218.40274261720927,106.12106574712307,162.38639132601955,122.49322903144976,0
39,8.377831459210452e-09,4303.7653315892885,387.1357591367382,76.24292250810888,51.30782784939373,44.41011755287285,0
40,2.240907144296738e-09,14647.511107337745,757.0951694421353,142.50148483617681,211.53026442793097,243.00615703298988,0
41,9.599085459746625e-09,4978.301670147125,221.706694559492,56.32512772800335,39.82576776392528,33.31028069681825,0
